# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
17.0,0.0,0.251,0.063,0.114,0.526,0.097,0.474,0.41,0.097,0.773,0.455,0.3,0.449,0.533,0.235,0.909,0.265,0.294,22.0,0.0,14.9,0.406,55.0,NBA,647.0,SF,2015-16,DAL,Justin Anderson
37.0,0.0,0.319,0.057,0.05,0.558,0.128,0.442,0.227,0.096,0.707,0.28,0.136,0.539,0.522,0.339,0.948,0.299,0.341,23.0,2.0,14.1,0.424,75.0,NBA,1228.0,SF,2016-17,TOT,Justin Anderson
17.0,0.0,0.296,0.058,0.051,0.56,0.152,0.44,0.27,0.072,0.671,0.25,0.071,0.459,0.477,0.333,0.973,0.303,0.364,23.0,1.0,14.1,0.401,51.0,NBA,710.0,SF,2016-17,DAL,Justin Anderson
20.0,0.0,0.358,0.056,0.049,0.556,0.086,0.444,0.153,0.136,0.759,0.333,0.25,0.648,0.6,0.357,0.905,0.292,0.273,23.0,1.0,14.1,0.463,24.0,NBA,518.0,SF,2016-17,PHI,Justin Anderson
17.0,0.0,0.302,0.04,0.045,0.49,0.104,0.51,0.291,0.104,0.672,0.375,0.444,0.679,0.535,0.238,0.941,0.33,0.3,24.0,1.0,14.8,0.431,38.0,NBA,519.0,SF,2017-18,PHI,Justin Anderson
14.0,0.0,0.293,0.07,0.019,0.51,0.127,0.49,0.221,0.096,0.674,0.273,0.0,0.525,0.5,0.3,0.917,0.312,0.353,25.0,1.0,14.8,0.408,48.0,NBA,463.0,SF,2018-19,ATL,Justin Anderson
2.0,0.0,0.211,0.0,0.0,0.237,0.026,0.763,0.276,0.053,0.375,0.0,0.0,1.0,0.444,1.0,1.0,0.207,0.25,26.0,0.0,20.3,0.263,10.0,NBA,107.0,SG,2019-20,BRK,Justin Anderson
1.0,0.0,0.147,0.042,0.095,0.379,0.095,0.621,0.339,0.032,0.714,0.25,0.667,0.667,0.583,0.444,0.933,0.254,0.4,28.0,0.0,18.9,0.379,16.0,NBA,316.0,SF,2021-22,TOT,Justin Anderson
0.0,0.0,0.125,0.0,0.125,0.25,0.0,0.75,0.333,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.333,0.0,28.0,0.0,22.0,0.5,3.0,NBA,47.0,SF,2021-22,CLE,Justin Anderson
1.0,0.0,0.149,0.046,0.092,0.391,0.103,0.609,0.34,0.034,0.692,0.25,0.625,0.632,0.559,0.444,0.923,0.245,0.444,28.0,0.0,18.6,0.368,13.0,NBA,269.0,SF,2021-22,IND,Justin Anderson
14.0,0.0,0.267,0.14,0.147,0.72,0.167,0.28,0.095,0.093,0.775,0.333,0.5,0.839,0.574,0.52,1.0,0.19,0.25,20.0,1.0,13.4,0.467,54.0,NBA,471.0,C,2019-20,IND,Goga Bitadze
17.0,0.0,0.34,0.052,0.01,0.593,0.191,0.407,0.051,0.098,0.697,0.6,0.0,0.635,0.548,0.297,1.0,0.253,0.0,21.0,0.0,13.0,0.428,45.0,NBA,561.0,C,2020-21,IND,Goga Bitadze
26.0,0.0,0.468,0.032,0.008,0.683,0.175,0.317,0.063,0.119,0.737,0.375,0.0,0.694,0.628,0.409,1.0,0.288,0.2,22.0,0.0,10.4,0.52,50.0,NBA,729.0,C,2021-22,IND,Goga Bitadze
18.0,0.0,0.496,0.016,0.008,0.792,0.272,0.208,0.038,0.152,0.758,0.0,0.0,0.635,0.636,0.471,0.833,0.231,0.0,23.0,0.0,7.8,0.552,38.0,NBA,457.0,C,2022-23,TOT,Goga Bitadze
6.0,0.0,0.5,0.038,0.019,0.731,0.173,0.269,0.0,0.135,0.731,0.0,0.0,0.739,0.605,0.444,1.0,0.286,0.0,23.0,0.0,9.5,0.519,21.0,NBA,202.0,C,2022-23,IND,Goga Bitadze
12.0,0.0,0.493,0.0,0.0,0.836,0.342,0.164,0.083,0.164,0.778,0.0,0.0,0.575,0.656,0.48,0.5,0.167,0.0,23.0,0.0,6.6,0.575,17.0,NBA,255.0,C,2022-23,ORL,Goga Bitadze
6.0,0.0,0.389,0.028,0.0,0.583,0.167,0.417,0.533,0.194,0.714,0.0,0.0,0.6,0.476,0.0,1.0,0.2,0.25,21.0,0.0,11.7,0.361,19.0,NBA,135.0,SF,2019-20,TOR,Oshae Brissett
14.0,0.0,0.325,0.02,0.013,0.483,0.126,0.517,0.295,0.099,0.735,0.333,0.0,0.725,0.548,0.158,0.97,0.423,0.522,22.0,1.0,14.9,0.483,21.0,NBA,519.0,SF,2020-21,IND,Oshae Brissett
32.0,0.0,0.326,0.024,0.03,0.532,0.152,0.468,0.329,0.075,0.582,0.167,0.267,0.672,0.465,0.299,0.964,0.35,0.372,23.0,2.0,13.9,0.411,67.0,NBA,1564.0,SF,2021-22,IND,Oshae Brissett
14.0,0.0,0.329,0.019,0.019,0.514,0.147,0.486,0.265,0.05,0.562,0.5,0.0,0.72,0.457,0.277,0.958,0.31,0.244,24.0,0.0,14.1,0.386,65.0,NBA,1083.0,PF,2022-23,IND,Oshae Brissett
24.0,0.0,0.406,0.083,0.088,0.696,0.118,0.304,0.244,0.039,0.562,0.396,0.375,0.415,0.48,0.333,0.897,0.404,0.489,24.0,1.0,11.6,0.457,75.0,NBA,1982.0,SG,2016-17,MIL,Malcolm Brogdon
11.0,0.0,0.374,0.115,0.064,0.68,0.127,0.32,0.261,0.022,0.66,0.414,0.469,0.396,0.532,0.297,0.726,0.385,0.476,25.0,1.0,11.7,0.485,48.0,NBA,1436.0,PG,2017-18,MIL,Malcolm Brogdon
6.0,0.0,0.493,0.036,0.033,0.674,0.111,0.326,0.197,0.009,0.64,0.407,0.36,0.467,0.544,0.217,0.837,0.426,0.5,26.0,0.0,10.8,0.505,64.0,NBA,1832.0,SG,2018-19,MIL,Malcolm Brogdon
6.0,0.0,0.325,0.099,0.179,0.691,0.087,0.309,0.078,0.008,0.533,0.541,0.466,0.187,0.488,0.308,0.453,0.326,0.222,27.0,0.0,13.9,0.438,54.0,NBA,1666.0,PG,2019-20,IND,Malcolm Brogdon
8.0,0.0,0.309,0.081,0.117,0.618,0.111,0.382,0.107,0.009,0.554,0.443,0.452,0.247,0.493,0.404,0.662,0.388,0.475,28.0,0.0,14.3,0.453,56.0,NBA,1930.0,PG,2020-21,IND,Malcolm Brogdon
4.0,0.0,0.285,0.103,0.077,0.657,0.192,0.343,0.167,0.009,0.632,0.411,0.405,0.249,0.518,0.452,0.586,0.312,0.323,29.0,1.0,13.2,0.448,36.0,NBA,1206.0,PG,2021-22,IND,Malcolm Brogdon
5.0,0.0,0.195,0.083,0.075,0.594,0.24,0.406,0.158,0.007,0.622,0.475,0.509,0.342,0.51,0.432,0.659,0.444,0.447,30.0,0.0,14.6,0.484,67.0,NBA,1744.0,PG,2022-23,BOS,Malcolm Brogdon
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,1.8,1.0,1.0,NBA,1.0,SG,2021-22,IND,Ahmad Caver
13.0,0.0,0.46,0.015,0.029,0.577,0.073,0.423,0.362,0.102,0.619,0.5,0.75,0.644,0.57,0.2,1.0,0.293,0.381,27.0,3.0,12.4,0.453,39.0,NBA,629.0,SF,2017-18,DEN,Torrey Craig
27.0,0.0,0.326,0.03,0.019,0.481,0.105,0.519,0.388,0.086,0.703,0.364,0.143,0.697,0.569,0.289,0.934,0.324,0.37,28.0,0.0,14.5,0.442,75.0,NBA,1503.0,SF,2018-19,DEN,Torrey Craig
10.0,0.0,0.342,0.041,0.03,0.487,0.074,0.513,0.341,0.052,0.739,0.182,0.375,0.633,0.603,0.3,0.956,0.326,0.298,29.0,2.0,15.0,0.461,58.0,NBA,1072.0,SF,2019-20,DEN,Torrey Craig
