DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2007-10-30,21-328,SAS,HOME,POR,W (+9),0,12:24,1,1,1.000,1,1,1.000,0,2,.000,0,1,1,2,1,0,1,1,3,3.2,+8,Darius Washington
2007-10-31,21-329,SAS,AWAY,MEM,W (+3),0,10:48,2,5,.400,0,0,,0,0,,0,1,1,2,1,0,2,3,4,0.8,+5,Darius Washington
2007-11-02,21-331,SAS,HOME,SAC,W (+16),0,12:00,0,3,.000,0,1,.000,0,0,,1,2,3,2,0,0,2,1,0,-1.8,-1,Darius Washington
2007-11-06,21-335,SAS,AWAY,HOU,L (-8),0,4:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+3,Darius Washington
2007-11-07,21-336,SAS,HOME,MIA,W (+10),0,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-1,Darius Washington
2007-11-09,21-338,SAS,AWAY,NOH,W (+12),0,13:46,3,4,.750,0,1,.000,1,1,1.000,0,1,1,2,0,0,0,1,7,6.7,-9,Darius Washington
2007-11-11,21-340,SAS,HOME,MIL,W (+25),0,23:25,4,6,.667,1,2,.500,2,2,1.000,0,2,2,2,1,0,2,2,11,8.6,+1,Darius Washington
2007-11-13,21-342,SAS,HOME,LAL,W (+15),0,13:48,2,3,.667,1,1,1.000,0,0,,1,2,3,2,0,0,1,1,5,5.0,-5,Darius Washington
2007-11-15,21-344,SAS,AWAY,DAL,L (-13),0,3:16,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,0,Darius Washington
2007-11-16,21-345,SAS,HOME,HOU,W (+6),0,0:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Darius Washington
2007-11-20,21-349,SAS,AWAY,ATL,W (+12),0,1:33,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-2,Darius Washington
2007-11-23,21-352,SAS,HOME,MEM,W (+13),0,5:21,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,2,2,0,-3.2,-4,Darius Washington
2007-11-25,21-354,SAS,AWAY,SEA,W (+15),0,0:52,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,1.3,+3,Darius Washington
2007-11-26,21-355,SAS,AWAY,SAC,L (-13),0,9:48,3,7,.429,1,2,.500,1,2,.500,0,2,2,1,1,0,0,0,8,6.2,+3,Darius Washington
2007-11-28,21-357,SAS,HOME,WAS,W (+15),0,1:23,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-3,Darius Washington
2007-12-13,22-007,SAS,AWAY,LAL,L (-5),0,11:14,1,4,.250,0,1,.000,1,4,.250,0,1,1,1,1,0,0,0,3,1.4,+2,Darius Washington
2007-12-15,22-009,SAS,HOME,DEN,W (+11),0,15:38,2,6,.333,0,0,,0,0,,1,1,2,1,0,0,2,2,4,-0.5,+4,Darius Washington
2007-12-19,22-013,SAS,AWAY,MEM,L (-3),0,5:54,2,5,.400,0,2,.000,0,0,,0,1,1,0,0,0,0,2,4,0.8,-4,Darius Washington
2009-10-28,23-361,NYK,AWAY,MIA,L (-22),0,1:45,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,+2,Marcus Landry
2009-11-07,24-006,NYK,AWAY,MIL,L (-15),0,12:22,3,5,.600,0,1,.000,0,0,,0,2,2,0,0,0,0,1,6,3.9,+17,Marcus Landry
2009-11-11,24-010,NYK,HOME,ATL,L (-13),0,1:34,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,1,0,-0.4,+1,Marcus Landry
2009-11-13,24-012,NYK,HOME,GSW,L (-14),0,6:14,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,1.6,+2,Marcus Landry
2009-11-25,24-024,NYK,AWAY,SAC,L (-14),0,3:11,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,2.3,+8,Marcus Landry
2009-12-01,24-030,NYK,HOME,PHO,W (+27),0,5:29,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,0,3,1.7,-1,Marcus Landry
2009-12-02,24-031,NYK,AWAY,ORL,L (-14),0,14:03,1,5,.200,1,1,1.000,0,0,,0,0,0,0,1,1,0,1,3,1.2,+8,Marcus Landry
2009-12-04,24-033,NYK,AWAY,ATL,W (+7),0,5:13,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,1,0,-2.5,+1,Marcus Landry
2010-01-01,24-061,NYK,AWAY,ATL,W (+4),0,5:08,1,3,.333,0,1,.000,0,1,.000,0,3,3,0,0,0,1,1,2,-0.6,-5,Marcus Landry
2010-01-03,24-063,NYK,HOME,IND,W (+43),0,9:18,3,6,.500,2,5,.400,0,0,,0,1,1,0,0,0,0,1,8,4.9,+2,Marcus Landry
2010-01-07,24-067,NYK,HOME,CHA,W (+4),0,4:33,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-11,Marcus Landry
2010-01-09,24-069,NYK,AWAY,HOU,L (-9),0,3:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-5,Marcus Landry
2010-01-24,24-084,NYK,HOME,DAL,L (-50),0,13:36,1,3,.333,1,3,.333,3,4,.750,1,3,4,0,0,1,2,2,6,3.4,-9,Marcus Landry
2010-01-26,24-086,NYK,HOME,MIN,W (+27),0,7:30,1,3,.333,0,2,.000,0,0,,0,0,0,0,0,0,0,1,2,-0.1,-1,Marcus Landry
2010-01-31,24-091,NYK,AWAY,MIN,L (-21),0,5:25,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,1,1,2,0.6,0,Marcus Landry
2010-02-03,24-094,NYK,HOME,WAS,W (+22),0,2:07,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+6,Marcus Landry
2010-02-16,24-107,NYK,AWAY,CHI,L (-33),0,6:48,1,5,.200,1,4,.250,0,0,,2,1,3,0,0,0,0,2,3,0.8,-6,Marcus Landry
2010-02-25,24-116,BOS,HOME,CLE,L (-20),0,2:50,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-5,Marcus Landry
2021-12-10,23-340,CHO,HOME,SAC,W (+1),0,2:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-8,Arnoldas Kulboka
2022-04-10,24-096,CHO,HOME,WAS,W (+16),0,2:35,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-4,Arnoldas Kulboka
1999-12-03,30-084,PHI,AWAY,CLE,W (+2),1,31:59,5,17,.294,0,0,,0,0,,1,3,4,0,2,0,1,4,10,1.1,+4,Matt Geiger
1999-12-04,30-085,PHI,HOME,BOS,W (+3),1,19:00,5,11,.455,0,1,.000,0,0,,0,1,1,1,0,0,1,4,10,2.7,-5,Matt Geiger
1999-12-06,30-087,PHI,HOME,DEN,L (-17),1,26:43,5,16,.313,0,0,,0,0,,3,4,7,2,1,0,2,3,10,3.3,-8,Matt Geiger
1999-12-08,30-089,PHI,HOME,HOU,W (+10),1,21:04,2,12,.167,0,0,,0,0,,2,4,6,0,0,0,4,3,4,-6.2,-4,Matt Geiger
1999-12-10,30-091,PHI,AWAY,NYK,L (-7),1,24:48,3,10,.300,0,1,.000,3,4,.750,1,2,3,1,0,0,2,5,9,0.8,-24,Matt Geiger
1999-12-11,30-092,PHI,HOME,CHH,L (-22),1,19:03,1,5,.200,0,0,,0,0,,1,3,4,1,0,2,4,3,2,-2.6,-17,Matt Geiger
1999-12-15,30-096,PHI,HOME,TOR,W (+2),1,38:13,4,14,.286,0,0,,1,2,.500,2,7,9,1,1,2,2,5,9,3.0,-3,Matt Geiger
1999-12-17,30-098,PHI,HOME,CHI,W (+3),0,29:48,7,16,.438,0,0,,2,2,1.000,4,5,9,2,0,0,3,4,16,8.7,0,Matt Geiger
1999-12-18,30-099,PHI,AWAY,DET,L (-13),0,32:49,7,17,.412,0,0,,3,4,.750,4,7,11,1,1,1,1,4,17,12.2,+1,Matt Geiger
1999-12-20,30-101,PHI,HOME,DET,W (+1),0,20:45,3,9,.333,0,0,,0,0,,2,2,4,1,0,0,0,6,6,1.2,-13,Matt Geiger
1999-12-23,30-104,PHI,AWAY,NJN,L (-5),0,14:31,4,9,.444,0,0,,2,2,1.000,4,2,6,1,0,0,0,0,10,9.4,+3,Matt Geiger
1999-12-26,30-107,PHI,AWAY,SEA,W (+6),1,22:50,3,10,.300,0,0,,0,2,.000,2,3,5,1,1,1,1,5,6,1.1,-3,Matt Geiger
1999-12-27,30-108,PHI,AWAY,VAN,W (+7),1,30:16,9,15,.600,0,1,.000,2,2,1.000,2,4,6,0,0,1,0,3,20,15.2,+11,Matt Geiger
1999-12-29,30-110,PHI,AWAY,GSW,W (+3),1,33:45,6,14,.429,0,0,,3,3,1.000,5,1,6,1,1,1,1,2,15,12.0,-1,Matt Geiger
1999-12-30,30-111,PHI,AWAY,POR,L (-18),1,28:02,6,7,.857,0,0,,0,0,,1,4,5,1,2,1,1,5,12,11.8,-12,Matt Geiger
2000-01-03,30-115,PHI,HOME,MIL,W (+4),1,25:32,2,4,.500,0,0,,3,4,.750,0,5,5,1,1,1,4,4,7,2.9,+10,Matt Geiger
2000-01-05,30-117,PHI,HOME,GSW,W (+21),1,37:17,11,19,.579,0,0,,4,8,.500,4,5,9,1,1,0,3,3,26,17.3,+17,Matt Geiger
2000-01-09,30-121,PHI,HOME,MIN,L (-11),1,31:47,6,13,.462,0,0,,0,0,,7,6,13,3,0,0,1,2,12,12.3,+2,Matt Geiger
2000-01-14,30-126,PHI,HOME,ORL,W (+2),0,20:42,4,7,.571,0,0,,0,0,,2,3,5,0,0,1,0,4,8,6.1,-13,Matt Geiger
2000-01-15,30-127,PHI,AWAY,ATL,W (+3),0,27:49,9,14,.643,0,0,,4,4,1.000,3,6,9,1,1,0,1,3,22,19.2,+5,Matt Geiger
2000-01-17,30-129,PHI,HOME,NJN,W (+5),0,23:34,2,5,.400,0,0,,7,7,1.000,5,5,10,0,0,0,1,0,11,12.3,-4,Matt Geiger
2000-01-19,30-131,PHI,HOME,ATL,W (+18),0,18:00,4,6,.667,0,0,,1,2,.500,1,5,6,1,0,0,0,3,9,7.7,+16,Matt Geiger
