PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Gerald Wallace,2005-11-02,23-102,CHA,AWAY,CHI,L (-4),1,43:09,11,16,.688,1,2,.500,5,10,.500,3,2,5,4,5,0,1,2,28,27.9,-1
Gerald Wallace,2005-11-04,23-104,CHA,AWAY,PHI,W (+17),1,28:01,2,5,.400,0,0,,3,3,1.000,1,8,9,2,1,0,0,4,7,8.2,+9
Gerald Wallace,2005-11-05,23-105,CHA,HOME,BOS,W (+2),1,41:00,9,16,.563,0,2,.000,7,8,.875,3,4,7,3,5,0,2,2,25,24.6,+11
Gerald Wallace,2005-11-07,23-107,CHA,HOME,UTA,L (-4),1,17:18,2,6,.333,0,0,,2,4,.500,3,4,7,0,0,2,1,1,6,5.1,-4
Gerald Wallace,2005-11-09,23-109,CHA,HOME,SAS,L (-8),1,32:44,6,10,.600,0,0,,3,5,.600,1,2,3,2,3,2,1,3,15,14.5,-11
Gerald Wallace,2005-11-23,23-123,CHA,HOME,NYK,W (+13),1,37:38,9,17,.529,5,8,.625,1,2,.500,4,5,9,4,2,3,2,1,24,24.1,+19
Gerald Wallace,2005-11-25,23-125,CHA,AWAY,BOS,L (-1),1,38:01,8,13,.615,0,2,.000,1,2,.500,3,2,5,1,2,2,2,5,17,13.5,-3
Gerald Wallace,2005-11-26,23-126,CHA,HOME,WAS,W (+18),1,39:52,10,16,.625,1,4,.250,5,8,.625,7,7,14,1,3,5,3,4,26,27.2,+19
Gerald Wallace,2005-11-29,23-129,CHA,AWAY,SAC,L (-18),1,32:11,5,15,.333,0,2,.000,0,0,,4,2,6,2,2,2,4,1,10,5.3,-13
Gerald Wallace,2005-11-30,23-130,CHA,AWAY,SEA,L (-10),1,31:46,5,10,.500,2,4,.500,0,1,.000,2,3,5,3,0,0,3,5,12,6.0,-2
Gerald Wallace,2005-12-02,23-132,CHA,AWAY,GSW,L (-7),1,26:56,5,9,.556,0,2,.000,0,0,,0,2,2,1,4,1,3,1,10,8.3,-11
Gerald Wallace,2005-12-04,23-134,CHA,AWAY,LAL,L (-1),1,32:12,3,10,.300,1,4,.250,0,0,,1,0,1,0,0,0,1,2,7,0.1,-7
Gerald Wallace,2005-12-07,23-137,CHA,HOME,NJN,L (-13),1,29:28,5,10,.500,0,0,,0,2,.000,1,1,2,2,2,1,0,2,10,8.5,-1
Gerald Wallace,2005-12-09,23-139,CHA,AWAY,PHI,L (-4),1,25:42,4,4,1.000,0,0,,1,2,.500,0,4,4,2,1,1,1,1,9,10.3,-17
Gerald Wallace,2005-12-10,23-140,CHA,HOME,TOR,L (-8),1,40:45,5,14,.357,0,0,,3,5,.600,6,8,14,1,2,1,1,3,13,12.2,+5
Gerald Wallace,2005-12-13,23-143,CHA,HOME,DEN,L (-16),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Gerald Wallace,2005-12-17,23-147,CHA,HOME,DET,L (-25),1,11:44,0,0,,0,0,,0,0,,0,0,0,1,1,0,2,4,0,-1.9,-5
Gerald Wallace,2005-12-19,23-149,CHA,HOME,SAC,W (+3),1,42:07,7,12,.583,0,2,.000,1,3,.333,3,1,4,7,6,2,1,3,15,21.1,+2
Gerald Wallace,2005-12-20,23-150,CHA,AWAY,CHI,W (+13),1,32:49,7,9,.778,0,0,,5,7,.714,4,4,8,1,0,5,2,2,19,20.1,+18
Gerald Wallace,2005-12-23,23-153,CHA,HOME,LAC,L (-9),1,33:28,2,7,.286,0,0,,2,2,1.000,1,3,4,2,0,3,3,1,6,3.6,-20
Gerald Wallace,2005-12-27,23-157,CHA,AWAY,ATL,W (+3),1,40:16,5,9,.556,0,1,.000,1,3,.333,0,7,7,2,1,5,2,2,11,11.1,+6
Gerald Wallace,2005-12-28,23-158,CHA,HOME,CHI,W (+13),1,34:13,3,7,.429,0,1,.000,6,7,.857,2,4,6,1,2,2,1,1,12,13.2,-5
Gerald Wallace,2005-12-30,23-160,CHA,HOME,PHO,L (-10),1,34:43,7,12,.583,1,1,1.000,0,0,,1,8,9,4,4,3,1,1,15,20.0,-1
