SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PLAYER
2018-19,22.0,ATL,NBA,PG,34.0,428.0,7.6,0.474,0.673,0.082,2.6,12.3,7.4,19.8,1.5,1.0,19.7,13.5,-0.1,0.2,0.1,0.011,-3.8,-0.5,-4.3,-0.2,Jaylen Adams
2020-21,24.0,MIL,NBA,PG,7.0,18.0,-6.5,0.125,0.25,0.0,0.0,16.9,8.8,12.7,0.0,0.0,0.0,18.6,-0.1,0.0,-0.1,-0.252,-15.1,-4.6,-19.8,-0.1,Jaylen Adams
2013-14,19.0,MIL,NBA,SF,77.0,1897.0,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,Giannis Antetokounmpo
2014-15,20.0,MIL,NBA,SG,81.0,2541.0,14.8,0.552,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,2.2,4.0,6.2,0.117,-1.2,1.2,0.0,1.2,Giannis Antetokounmpo
2015-16,21.0,MIL,NBA,PG,80.0,2823.0,18.8,0.566,0.108,0.404,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,4.2,2.9,7.1,0.121,1.3,0.7,2.1,2.9,Giannis Antetokounmpo
2016-17,22.0,MIL,NBA,SF,80.0,2845.0,26.1,0.599,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,12.4,0.21,4.9,2.4,7.3,6.7,Giannis Antetokounmpo
2017-18,23.0,MIL,NBA,PF,75.0,2756.0,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,0.207,5.3,0.9,6.2,5.7,Giannis Antetokounmpo
2018-19,24.0,MIL,NBA,PF,72.0,2358.0,30.9,0.644,0.163,0.55,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,Giannis Antetokounmpo
2019-20,25.0,MIL,NBA,PF,63.0,1917.0,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,6.1,5.0,11.1,0.279,7.4,4.1,11.5,6.6,Giannis Antetokounmpo
2020-21,26.0,MIL,NBA,PF,61.0,2013.0,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.8,9.0,5.6,Giannis Antetokounmpo
