SEASON,AGE,TEAM,LEAGUE,POS,G,MP,FG,LGFG,2P,LG2P,3P,LG3P,eFG%,LGeFG%,FT,LGFT,TS,LGTS,FTr,LGFTr,3PAr,LG3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER
2007-08,23.0,CHI,NBA,C,61.0,613.0,0.505,0.457,0.507,0.484,0.0,0.362,0.505,0.497,0.566,0.755,0.529,0.54,0.485,0.306,0.005,0.222,110.0,105.0,0.0,102.0,75.0,98.0,159.0,2.0,3.1,-5.5,Aaron Gray
2008-09,24.0,CHI,NBA,C,56.0,715.0,0.485,0.459,0.488,0.485,0.0,0.367,0.485,0.5,0.576,0.771,0.508,0.544,0.353,0.306,0.006,0.224,106.0,101.0,0.0,97.0,75.0,93.0,116.0,3.0,-4.9,-14.1,Aaron Gray
2009-10,25.0,TOT,NBA,C,32.0,311.0,0.512,0.461,0.512,0.492,0.0,0.355,0.512,0.501,0.714,0.759,0.551,0.543,0.341,0.3,0.0,0.222,111.0,104.0,0.0,102.0,94.0,102.0,114.0,0.0,1.9,1.6,Aaron Gray
2009-10,25.0,CHI,NBA,C,8.0,50.0,0.381,0.461,0.381,0.492,0.0,0.355,0.381,0.501,0.286,0.759,0.374,0.543,0.333,0.3,0.0,0.222,83.0,77.0,0.0,76.0,38.0,69.0,111.0,0.0,-5.0,-8.1,Aaron Gray
2009-10,25.0,NOH,NBA,C,24.0,261.0,0.557,0.461,0.557,0.492,0.0,0.355,0.557,0.501,0.857,0.759,0.612,0.543,0.344,0.3,0.0,0.222,121.0,113.0,0.0,111.0,113.0,113.0,115.0,0.0,6.9,9.7,Aaron Gray
2010-11,26.0,NOH,NBA,C,41.0,531.0,0.566,0.459,0.566,0.487,0.0,0.358,0.566,0.498,0.5,0.763,0.566,0.541,0.343,0.3,0.0,0.222,123.0,116.0,0.0,114.0,65.0,105.0,114.0,0.0,13.3,5.6,Aaron Gray
2011-12,27.0,TOR,NBA,C,49.0,813.0,0.516,0.448,0.516,0.477,0.0,0.349,0.516,0.487,0.532,0.752,0.526,0.527,0.292,0.276,0.0,0.226,115.0,108.0,0.0,106.0,71.0,100.0,106.0,0.0,9.1,-0.5,Aaron Gray
2012-13,28.0,TOR,NBA,C,42.0,513.0,0.533,0.453,0.533,0.483,0.0,0.359,0.533,0.496,0.523,0.753,0.544,0.535,0.489,0.27,0.0,0.243,118.0,110.0,0.0,107.0,69.0,102.0,181.0,0.0,6.6,2.1,Aaron Gray
2013-14,29.0,TOT,NBA,C,37.0,355.0,0.443,0.454,0.45,0.488,0.0,0.36,0.443,0.501,0.55,0.756,0.466,0.541,0.328,0.284,0.016,0.259,97.0,92.0,0.0,88.0,73.0,86.0,115.0,6.0,-7.1,-10.5,Aaron Gray
2013-14,29.0,TOR,NBA,C,4.0,20.0,0.667,0.454,0.667,0.488,0.0,0.36,0.667,0.501,0.5,0.756,0.644,0.541,0.667,0.284,0.0,0.259,147.0,137.0,0.0,133.0,66.0,119.0,235.0,0.0,1.0,0.8,Aaron Gray
