SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PLAYER
2010-11,20.0,LAC,NBA,SF,81.0,14.0,1452.0,5.7,14.5,0.394,1.6,5.1,0.315,4.1,9.4,0.437,3.3,4.2,0.773,2.7,6.8,9.5,2.1,2.1,0.9,3.7,4.3,16.3,94.0,108.0,Al-Farouq Aminu
2011-12,21.0,NOH,NBA,SF,66.0,21.0,1477.0,5.5,13.4,0.411,0.5,1.7,0.277,5.0,11.7,0.431,3.2,4.2,0.754,3.5,7.8,11.3,2.4,2.2,1.3,3.3,5.0,14.7,93.0,103.0,Al-Farouq Aminu
2012-13,22.0,NOH,NBA,SF,76.0,71.0,2066.0,5.9,12.4,0.475,0.1,0.5,0.211,5.8,11.9,0.486,2.7,3.6,0.737,3.6,11.7,15.4,2.7,2.4,1.3,3.0,4.0,14.6,101.0,105.0,Al-Farouq Aminu
2013-14,23.0,NOP,NBA,SF,80.0,65.0,2045.0,6.0,12.6,0.474,0.3,1.2,0.271,5.6,11.4,0.496,2.3,3.5,0.664,3.3,9.3,12.6,2.9,2.1,1.0,2.2,3.7,14.6,105.0,108.0,Al-Farouq Aminu
2014-15,24.0,DAL,NBA,SF,74.0,3.0,1366.0,5.4,13.2,0.412,1.3,4.6,0.274,4.2,8.6,0.485,3.1,4.4,0.712,4.2,8.4,12.6,2.2,2.6,2.3,2.0,5.1,15.2,107.0,102.0,Al-Farouq Aminu
2015-16,25.0,POR,NBA,SF,82.0,82.0,2341.0,6.4,15.4,0.416,2.7,7.5,0.361,3.7,7.9,0.468,2.5,3.3,0.737,2.1,8.6,10.7,2.9,1.5,1.1,2.6,3.7,17.9,105.0,107.0,Al-Farouq Aminu
2016-17,26.0,POR,NBA,PF,61.0,25.0,1773.0,5.1,13.1,0.393,2.0,5.9,0.33,3.2,7.1,0.445,2.7,3.8,0.706,2.2,10.5,12.6,2.8,1.7,1.2,2.6,2.9,14.9,100.0,108.0,Al-Farouq Aminu
2017-18,27.0,POR,NBA,PF,69.0,67.0,2072.0,5.5,14.0,0.395,3.0,8.1,0.369,2.5,5.8,0.432,1.4,1.9,0.738,2.3,10.3,12.6,2.0,1.9,1.0,1.9,3.3,15.5,105.0,104.0,Al-Farouq Aminu
2018-19,28.0,POR,NBA,PF,81.0,81.0,2292.0,5.4,12.5,0.433,2.0,5.9,0.343,3.4,6.6,0.514,3.2,3.7,0.867,2.4,10.5,12.9,2.2,1.4,0.7,1.5,3.0,16.1,118.0,109.0,Al-Farouq Aminu
2019-20,29.0,ORL,NBA,PF,18.0,2.0,380.0,3.2,11.0,0.291,1.2,4.6,0.25,2.0,6.4,0.32,2.4,3.7,0.655,3.1,8.1,11.1,2.7,2.3,1.0,2.2,3.5,10.0,88.0,108.0,Al-Farouq Aminu
2020-21,30.0,TOT,NBA,PF,23.0,14.0,434.0,4.3,11.1,0.384,0.9,4.1,0.216,3.4,6.9,0.484,2.0,2.5,0.818,2.5,9.9,12.3,3.5,2.1,1.0,3.1,3.2,11.4,91.0,111.0,Al-Farouq Aminu
2020-21,30.0,ORL,NBA,PF,17.0,14.0,367.0,4.8,11.8,0.404,0.9,4.1,0.226,3.8,7.7,0.5,1.9,2.3,0.824,2.7,9.4,12.1,3.8,2.3,1.2,3.3,2.9,12.3,93.0,111.0,Al-Farouq Aminu
2020-21,30.0,CHI,NBA,PF,6.0,0.0,67.0,1.4,7.2,0.2,0.7,4.3,0.167,0.7,2.9,0.25,2.9,3.6,0.8,1.4,12.3,13.7,1.4,1.4,0.0,2.2,5.1,6.5,77.0,111.0,Al-Farouq Aminu
2004-05,19.0,NYK,NBA,SF,80.0,12.0,1382.0,6.6,14.9,0.442,0.1,0.5,0.231,6.5,14.4,0.449,4.6,6.7,0.695,3.4,5.9,9.3,3.3,2.7,0.7,2.8,5.7,17.9,103.0,107.0,Trevor Ariza
2005-06,20.0,TOT,NBA,SF,57.0,10.0,999.0,5.0,12.1,0.412,0.1,0.3,0.2,4.9,11.8,0.416,4.1,6.8,0.606,4.2,7.5,11.6,3.3,3.0,0.6,3.3,5.3,14.1,96.0,106.0,Trevor Ariza
2005-06,20.0,NYK,NBA,SF,36.0,10.0,709.0,4.5,10.9,0.418,0.1,0.2,0.333,4.5,10.7,0.42,3.1,5.7,0.545,3.7,6.6,10.2,3.4,3.2,0.7,3.4,5.8,12.3,92.0,107.0,Trevor Ariza
2005-06,20.0,ORL,NBA,SF,21.0,0.0,290.0,6.0,15.0,0.4,0.0,0.4,0.0,6.0,14.6,0.41,6.6,9.4,0.7,5.4,9.7,15.2,2.8,2.6,0.4,3.0,4.1,18.6,104.0,104.0,Trevor Ariza
2006-07,21.0,ORL,NBA,SG,57.0,7.0,1278.0,8.4,15.5,0.539,0.0,0.3,0.0,8.4,15.2,0.549,4.4,7.1,0.62,4.1,6.3,10.4,2.7,2.5,0.8,3.5,5.6,21.2,108.0,103.0,Trevor Ariza
2007-08,22.0,TOT,NBA,SF,35.0,3.0,546.0,6.4,12.6,0.507,0.5,1.7,0.278,5.9,10.9,0.542,4.5,6.9,0.653,2.8,7.2,10.0,4.1,2.9,1.0,2.1,4.2,17.7,116.0,103.0,Trevor Ariza
2007-08,22.0,ORL,NBA,SF,11.0,0.0,115.0,6.3,13.9,0.452,0.0,1.3,0.0,6.3,12.5,0.5,3.6,6.7,0.533,2.2,8.5,10.7,3.6,2.2,1.3,2.2,4.0,16.1,100.0,102.0,Trevor Ariza
2007-08,22.0,LAL,NBA,SF,24.0,3.0,431.0,6.4,12.2,0.524,0.6,1.7,0.333,5.8,10.5,0.556,4.8,7.0,0.683,2.9,6.9,9.8,4.2,3.0,0.9,2.1,4.2,18.2,121.0,103.0,Trevor Ariza
2008-09,23.0,LAL,NBA,SF,82.0,20.0,1999.0,7.0,15.2,0.46,1.6,4.9,0.319,5.4,10.3,0.526,3.1,4.3,0.71,2.8,6.1,9.0,3.7,3.5,0.6,2.2,4.2,18.6,112.0,102.0,Trevor Ariza
2009-10,24.0,HOU,NBA,SF,72.0,71.0,2629.0,7.6,19.4,0.394,2.6,7.9,0.334,5.0,11.5,0.436,2.9,4.4,0.649,1.5,6.3,7.8,5.4,2.4,0.8,3.1,3.1,20.8,99.0,106.0,Trevor Ariza
2010-11,25.0,NOH,NBA,SF,75.0,75.0,2600.0,6.3,15.9,0.398,1.7,5.6,0.303,4.6,10.2,0.45,2.9,4.1,0.701,1.3,7.2,8.5,3.4,2.5,0.6,2.5,3.7,17.2,97.0,104.0,Trevor Ariza
2011-12,26.0,NOH,NBA,SF,41.0,41.0,1350.0,6.8,16.2,0.417,1.2,3.5,0.333,5.6,12.7,0.44,3.2,4.1,0.775,1.7,7.0,8.7,5.4,2.8,1.0,3.1,2.9,17.9,100.0,103.0,Trevor Ariza
2012-13,27.0,WAS,NBA,SF,56.0,15.0,1471.0,6.7,16.0,0.417,2.7,7.4,0.364,4.0,8.6,0.463,2.8,3.4,0.821,1.6,7.9,9.4,4.0,2.5,0.7,3.0,2.5,18.8,102.0,101.0,Trevor Ariza
2013-14,28.0,WAS,NBA,SF,77.0,77.0,2723.0,7.4,16.1,0.456,3.4,8.4,0.407,4.0,7.8,0.509,2.8,3.7,0.772,1.9,7.1,9.0,3.6,2.4,0.4,2.5,3.4,20.9,113.0,104.0,Trevor Ariza
2014-15,29.0,HOU,NBA,SF,82.0,82.0,2930.0,6.2,15.4,0.402,3.3,9.4,0.35,2.9,6.0,0.485,2.1,2.4,0.853,1.3,6.5,7.8,3.5,2.6,0.3,2.4,3.2,17.8,107.0,103.0,Trevor Ariza
2015-16,30.0,HOU,NBA,SF,81.0,81.0,2859.0,6.1,14.8,0.416,3.2,8.6,0.371,3.0,6.2,0.478,2.2,2.8,0.783,1.2,5.1,6.3,3.2,2.8,0.4,1.9,3.0,17.6,110.0,108.0,Trevor Ariza
2016-17,31.0,HOU,NBA,SF,80.0,80.0,2773.0,5.6,13.8,0.409,3.3,9.6,0.344,2.3,4.2,0.556,1.6,2.2,0.738,0.9,7.0,7.9,3.0,2.5,0.3,1.3,2.3,16.2,113.0,108.0,Trevor Ariza
2017-18,32.0,HOU,NBA,SF,67.0,67.0,2269.0,5.8,14.1,0.412,3.7,10.0,0.368,2.1,4.1,0.519,1.6,1.9,0.854,0.7,5.7,6.4,2.3,2.1,0.3,1.1,2.9,17.0,114.0,107.0,Trevor Ariza
